id,Geographic Area Name,name,lat,long,2019_net_inflow,2019_total_moves_to,2019_total_moves_from,total_households,2019_ratio_net_inflow,2019_ratio_incoming,2020_Geographic Area Name,2020_net_inflow,2020_total_moves_to,2020_total_moves_from,2020_Estimate!!Total!!HOUSEHOLDS!!Total households,2020_ratio_net_inflow,2020_ratio_incoming,change_yoy,change_yoy_ratio_incoming,inflow_outflow_ratio_2019,inflow_outflow_ratio_2020,change_in_ratio
310M500US15860,"Ca̱on City, CO","Ca̱on City, CO",38.4494063,-105.2253316,133,3095,2962,17136,77.61437908,1806.139122,"Ca̱on City, CO",123,3150,3027,17136,71.77871148,1838.235294,-5.8356676,32.0961718,1.044902093,1.040634291,-0.408440353
310M500US17700,"Coffeyville, KS","Coffeyville, KS",37.0373005,-95.6163665,-75,2383,2458,13576,-55.2445492,1755.303477,"Coffeyville, KS",-77,2157,2234,13576,-56.71773718,1588.833235,-1.473187979,-166.4702416,0.969487388,0.965532677,-0.407917767
310M500US24740,"Greenville, MS","Greenville, MS",33.399661,-91.0377029,35,2682,2647,17988,19.45741606,1490.993996,"Greenville, MS",24,2618,2594,17988,13.34222815,1455.414721,-6.115187903,-35.57927507,1.013222516,1.00925212,-0.391858226
310M500US47080,"Vidalia, GA","Vidalia, GA",32.2176855,-82.4134614,-17,1684,1701,13127,-12.95040756,1282.852137,"Vidalia, GA",-24,1715,1739,13127,-18.28292832,1306.467586,-5.332520759,23.61544907,0.990005879,0.986198965,-0.384534481
310M500US43340,"Shreveport-Bossier City, LA","Shreveport-Bossier City, LA",32.5159852,-93.7321228,-43,31399,31442,156062,-2.755315195,2011.956786,"Shreveport-Bossier City, LA",-173,33477,33650,156062,-11.08533788,2145.108995,-8.330022683,133.1522087,0.998632403,0.994858841,-0.377872929
310M500US33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI",43.0116784,-88.2314813,-4015,147494,151509,631092,-63.61988426,2337.123589,"Milwaukee-Waukesha, WI",-4539,146951,151490,631092,-71.9229526,2328.519455,-8.303068332,-8.604133787,0.973499924,0.970037626,-0.355654661
310M500US39020,"Portsmouth, OH","Portsmouth, OH",38.7317431,-82.9976742,-15,4968,4983,29858,-5.023779222,1663.875678,"Portsmouth, OH",-31,4836,4867,29858,-10.38247706,1619.666421,-5.358697836,-44.20925715,0.996989765,0.993630573,-0.336933444
310M500US28020,"Kalamazoo-Portage, MI","Kalamazoo-Portage, MI",42.2011538,-85.5800022,-1276,23478,24754,103445,-123.3505728,2269.611871,"Kalamazoo-Portage, MI",-1285,22192,23477,103445,-124.2206003,2145.294601,-0.870027551,-124.31727,0.948452775,0.945265579,-0.336041637
310M500US12980,"Battle Creek, MI","Battle Creek, MI",42.3211522,-85.1797142,-24,12240,12264,53991,-4.445185309,2267.044507,"Battle Creek, MI",-55,10342,10397,53991,-10.186883,1915.504436,-5.74169769,-351.5400715,0.998043053,0.994710013,-0.333957571
310M500US31140,"Louisville/Jefferson County, KY-IN","Louisville/Jefferson County, KY-IN",38.2526647,-85.7584557,-626,112504,113130,491443,-12.7379981,2289.258368,"Louisville/Jefferson County, KY-IN",-995,111843,112838,491443,-20.24649858,2275.808181,-7.508500477,-13.45018649,0.994466543,0.991182049,-0.330277005
310M500US21780,"Evansville, IN-KY","Evansville, IN-KY",37.9715592,-87.5710898,53,27671,27618,128919,4.111108526,2146.386491,"Evansville, IN-KY",-35,27155,27190,128919,-2.714882989,2106.361359,-6.825991514,-40.02513206,1.001919038,0.998712762,-0.320013508
310M500US48540,"Wheeling, WV-OH","Wheeling, WV-OH",40.0639616,-80.7209149,-33,7977,8010,55420,-5.954529051,1439.372068,"Wheeling, WV-OH",-57,7813,7870,55420,-10.28509563,1409.779863,-4.330566582,-29.59220498,0.99588015,0.992757306,-0.313576246
310M500US36420,"Oklahoma City, OK","Oklahoma City, OK",35.4675602,-97.5164276,1380,114040,112660,515208,26.78529836,2213.474946,"Oklahoma City, OK",1134,125328,124194,515208,22.01052779,2432.570923,-4.774770578,219.0959768,1.012249246,1.009130876,-0.308063419
310M500US33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI",44.840798,-93.2982799,-10836,340658,351494,1373979,-78.86583419,2479.35376,"Minneapolis-St. Paul-Bloomington, MN-WI",-12197,349502,361699,1373979,-88.77137132,2543.721556,-9.90553713,64.36779601,0.969171593,0.966278591,-0.298502609
310M500US20460,"Durant, OK","Durant, OK",33.9924186,-96.3971233,64,3541,3477,17253,37.09499797,2052.396685,"Durant, OK",58,3832,3774,17253,33.61734191,2221.063004,-3.47765606,168.6663189,1.018406672,1.015368309,-0.298344759
310M500US38060,"Phoenix-Mesa-Chandler, AZ","Phoenix-Mesa-Chandler, AZ",33.3061605,-111.8412502,53561,605195,551634,1693396,316.2934128,3573.85396,"Phoenix-Mesa-Chandler, AZ",54586,635636,581050,1693396,322.3463384,3753.616992,6.0529256,179.7630324,1.097095175,1.093943723,-0.287254281
310M500US48140,"Wausau-Weston, WI","Wausau-Weston, WI",44.8908021,-89.5476204,108,11393,11285,68091,15.86112702,1673.202038,"Wausau-Weston, WI",76,11340,11264,68091,11.16153383,1665.418337,-4.699593191,-7.783701223,1.009570226,1.006747159,-0.27963056
310M500US22140,"Farmington, NM","Farmington, NM",36.7280583,-108.2186856,31,6076,6045,43387,7.144997349,1400.41948,"Farmington, NM",14,5751,5737,43387,3.226772997,1325.51225,-3.918224353,-74.90723028,1.005128205,1.0024403,-0.267419152
310M500US22060,"Faribault-Northfield, MN","Faribault-Northfield, MN",44.4582983,-93.161604,90,4411,4321,23005,39.12193002,1917.409259,"Faribault-Northfield, MN",72,4033,3961,23005,31.29754401,1753.097153,-7.824386003,-164.3121061,1.020828512,1.018177228,-0.259718838
310M500US33540,"Missoula, MT","Missoula, MT",46.8721284,-113.9940314,-522,11621,12143,49313,-105.85444,2356.579401,"Missoula, MT",-553,11619,12172,49313,-112.1408148,2356.173828,-6.28637479,-0.405572567,0.95701227,0.954567861,-0.255420944
310M500US27700,"Jesup, GA","Jesup, GA",31.6074365,-81.8853924,2,1596,1594,10400,1.923076923,1534.615385,"Jesup, GA",-2,1545,1547,10400,-1.923076923,1485.576923,-3.846153846,-49.03846154,1.001254705,0.998707175,-0.254433757
310M500US29200,"Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN",40.4258686,-86.9080655,-714,17122,17836,85317,-83.68789339,2006.868502,"Lafayette-West Lafayette, IN",-746,16827,17573,85317,-87.4386113,1972.291571,-3.750717911,-34.57693074,0.959968603,0.957548512,-0.252101048
310M500US20060,"Douglas, GA","Douglas, GA",31.5088073,-82.8498654,-27,2423,2450,17318,-15.59071486,1399.1223,"Douglas, GA",-37,2721,2758,17318,-21.3650537,1571.197598,-5.774338838,172.0752974,0.988979592,0.986584482,-0.242179955
310M500US34500,"Mount Vernon, IL","Mount Vernon, IL",38.3172714,-88.9031201,7,2339,2332,14985,4.671338005,1560.894228,"Mount Vernon, IL",2,2366,2364,14985,1.334668001,1578.912246,-3.336670003,18.01801802,1.003001715,1.000846024,-0.214924017
310M500US35060,"Natchitoches, LA","Natchitoches, LA",31.7607195,-93.0862749,-65,1963,2028,14659,-44.34136026,1339.10908,"Natchitoches, LA",-73,2069,2142,14659,-49.79875844,1411.419606,-5.457398185,72.31052596,0.967948718,0.965919701,-0.209620272
310M500US17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN",39.1031182,-84.5120196,-511,171095,171606,861242,-5.933291688,1986.607713,"Cincinnati, OH-KY-IN",-870,171289,172159,861242,-10.10169035,1988.860274,-4.168398661,2.252560837,0.997022249,0.994946532,-0.208191608
310M500US41400,"Salem, OH","Salem, OH",40.9008923,-80.8567501,140,7292,7152,41537,33.70488962,1755.543251,"Salem, OH",117,6817,6700,41537,28.16765775,1641.187375,-5.537231866,-114.3558755,1.019574944,1.017462687,-0.207170401
310M500US31180,"Lubbock, TX","Lubbock, TX",33.5778631,-101.8551665,-334,26277,26611,117703,-28.37650697,2232.483454,"Lubbock, TX",-405,27514,27919,117703,-34.40863869,2337.578481,-6.032131721,105.0950273,0.987448799,0.98549375,-0.197989971
310M500US37800,"Pella, IA","Pella, IA",41.4080327,-92.916405,-72,2298,2370,13365,-53.87205387,1719.416386,"Pella, IA",-71,2140,2211,13365,-53.1238309,1601.197157,0.74822297,-118.2192293,0.969620253,0.967887834,-0.178669907
310M500US31930,"Marietta, OH","Marietta, OH",39.415352,-81.4548436,60,3815,3755,25197,23.81235861,1514.069135,"Marietta, OH",51,3649,3598,25197,20.24050482,1448.188276,-3.571853792,-65.88085883,1.015978695,1.014174541,-0.177577903
310M500US36620,"Ontario, OR-ID","Ontario, OR-ID",43.21716,-117.5791892,366,3989,3623,18938,193.2622241,2106.347027,"Ontario, OR-ID",320,3548,3228,18938,168.9724364,1873.481888,-24.28978773,-232.8651389,1.101021253,1.09913259,-0.171537403
310M500US36780,"Oshkosh-Neenah, WI","Oshkosh-Neenah, WI",44.1858193,-88.462609,-455,14241,14696,70594,-64.45306967,2017.310253,"Oshkosh-Neenah, WI",-463,13784,14247,70594,-65.58631045,1952.573873,-1.133240785,-64.73637986,0.969039194,0.96750193,-0.15863797
310M500US29740,"Las Cruces, NM","Las Cruces, NM",32.3199396,-106.7636538,425,13050,12625,77842,54.59777498,1676.472855,"Las Cruces, NM",427,13754,13327,77842,54.85470569,1766.912464,0.256930706,90.43960844,1.033663366,1.032040219,-0.157028612
310M500US26700,"Huron, SD","Huron, SD",44.3633173,-98.2142572,0,1455,1455,8478,0,1716.206653,"Huron, SD",-2,1284,1286,8478,-2.359046945,1514.508139,-2.359046945,-201.6985138,1,0.99844479,-0.155520995
310M500US30780,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR",34.7299384,-92.3221622,100,63679,63579,284127,3.519552876,2241.216076,"Little Rock-North Little Rock-Conway, AR",5,67914,67909,284127,0.175977644,2390.26914,-3.343575232,149.0530643,1.001572846,1.000073628,-0.14968641
310M500US19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI",42.3436881,-83.2106519,-7971,350822,358793,1703819,-46.78313835,2059.033266,"Detroit-Warren-Dearborn, MI",-8157,338246,346403,1703819,-47.8748036,1985.222609,-1.091665253,-73.81065712,0.977783848,0.976452282,-0.136181944
310M500US48620,"Wichita, KS","Wichita, KS",37.6871761,-97.330053,273,62844,62571,244805,11.15173301,2567.10443,"Wichita, KS",194,64610,64416,244805,7.924674741,2639.24348,-3.227058271,72.13904945,1.004363044,1.003011674,-0.134549899
310M500US11980,"Athens, TX","Athens, TX",32.2048735,-95.8555207,596,5346,4750,30757,193.7770264,1738.140911,"Athens, TX",605,5482,4877,30757,196.7031895,1782.358487,2.92616315,44.21757649,1.125473684,1.124051671,-0.126347965
310M500US13420,"Bemidji, MN","Bemidji, MN",47.471573,-94.8826861,-122,2780,2902,17372,-70.22795303,1600.276307,"Bemidji, MN",-124,2752,2876,17372,-71.37923095,1584.158416,-1.151277918,-16.11789086,0.957960028,0.956884562,-0.112266237
310M500US24500,"Great Falls, MT","Great Falls, MT",47.5052849,-111.3007715,-130,6740,6870,34329,-37.86885723,1963.354598,"Great Falls, MT",-136,6676,6812,34329,-39.61665065,1944.711468,-1.747793411,-18.64312972,0.981077147,0.980035232,-0.106201136
310M500US25840,"Hermiston-Pendleton, OR","Hermiston-Pendleton, OR",45.6678793,-118.7814798,-90,5992,6082,31016,-29.0172814,1931.906113,"Hermiston-Pendleton, OR",-87,5440,5527,31016,-28.05003869,1753.933454,0.967242713,-177.9726593,0.985202236,0.984259092,-0.095731043
310M500US39980,"Richmond, IN","Richmond, IN",39.8289369,-84.8902382,78,5813,5735,26644,29.27488365,2181.72947,"Richmond, IN",68,5377,5309,26644,25.52169344,2018.090377,-3.753190212,-163.6390932,1.013600697,1.012808439,-0.078162828
310M500US16620,"Charleston, WV","Charleston, WV",38.3498195,-81.6326234,-100,14545,14645,110818,-9.023804797,1312.512408,"Charleston, WV",-115,15288,15403,110818,-10.37737552,1379.559277,-1.35357072,67.04686964,0.993171731,0.992533922,-0.064219408
310M500US18260,"Cookeville, TN","Cookeville, TN",36.162839,-85.5016423,130,8307,8177,45130,28.8056725,1840.682473,"Cookeville, TN",133,8854,8721,45130,29.47041879,1961.887879,0.664746288,121.2054066,1.015898251,1.015250545,-0.063757028
310M500US44940,"Sumter, SC","Sumter, SC",33.9204354,-80.3414693,-60,7542,7602,54937,-10.92160111,1372.845259,"Sumter, SC",-66,7690,7756,54937,-12.01376122,1399.785209,-1.092160111,26.9399494,0.99210734,0.991490459,-0.062178874
310M500US44980,"Sunbury, PA","Sunbury, PA",40.862585,-76.7944104,15,7138,7123,39075,3.838771593,1826.743442,"Sunbury, PA",9,6021,6012,39075,2.303262956,1540.882917,-1.535508637,-285.8605246,1.002105854,1.001497006,-0.060756884
310M500US39380,"Pueblo, CO","Pueblo, CO",38.2544472,-104.6091409,726,13926,13200,64314,112.8836645,2165.313929,"Pueblo, CO",751,14546,13795,64314,116.7708431,2261.715956,3.88717853,96.40202755,1.055,1.054440014,-0.053079195
310M500US10760,"Alexander City, AL","Alexander City, AL",32.944012,-85.9538532,19,2058,2039,20237,9.388743391,1016.949153,"Alexander City, AL",19,2170,2151,20237,9.388743391,1072.293324,0,55.34417157,1.009318293,1.008833101,-0.048071297
310M500US41180,"St. Louis, MO-IL","St. Louis, MO-IL",38.6270025,-90.1994042,-923,216771,217694,1126934,-8.190364298,1923.546543,"St. Louis, MO-IL",-1034,221496,222530,1126934,-9.175337686,1965.474464,-0.984973388,41.92792124,0.995760104,0.995353435,-0.040839971
310M500US26260,"Hope, AR","Hope, AR",33.6670615,-93.5915665,11,1318,1307,11491,9.572709077,1146.984597,"Hope, AR",11,1380,1369,11491,9.572709077,1200.939866,0,53.95526934,1.00841622,1.008035062,-0.037797712
310M500US40220,"Roanoke, VA","Roanoke, VA",37.2709704,-79.9414266,205,22123,21918,128432,15.96175408,1722.545783,"Roanoke, VA",200,22269,22069,128432,15.572443,1733.913666,-0.389311075,11.36788339,1.009353043,1.009062486,-0.028786491
310M500US32660,"McMinnville, TN","McMinnville, TN",35.6865889,-85.7801453,159,3097,2938,15727,101.1000191,1969.2249,"McMinnville, TN",156,3051,2895,15727,99.19247155,1939.975838,-1.90754753,-29.24906212,1.054118448,1.05388601,-0.022050422
310M500US10980,"Alpena, MI","Alpena, MI",45.0616794,-83.4327528,-15,1875,1890,12752,-11.76286073,1470.357591,"Alpena, MI",-13,1601,1614,12752,-10.1944793,1255.489335,1.56838143,-214.868256,0.992063492,0.991945477,-0.011895911
310M500US49260,"Woodward, OK","Woodward, OK",36.4336481,-99.3903862,-12,1262,1274,9109,-13.17378417,1385.442968,"Woodward, OK",-12,1253,1265,9109,-13.17378417,1375.56263,0,-9.880338127,0.990580848,0.990513834,-0.006765095
310M500US35380,"New Orleans-Metairie, LA","New Orleans-Metairie, LA",29.9840922,-90.1528519,-1228,78674,79902,482358,-25.45826958,1631.029236,"New Orleans-Metairie, LA",-1333,85317,86650,482358,-27.63507602,1768.748523,-2.176806438,137.7192873,0.984631173,0.984616272,-0.001513341
310M500US15680,"California-Lexington Park, MD","California-Lexington Park, MD",38.3004029,-76.5074542,442,7220,6778,40552,108.9958572,1780.430065,"California-Lexington Park, MD",458,7450,6992,40552,112.9414086,1837.147366,3.945551391,56.71730124,1.065210977,1.065503432,0.0274552
310M500US33860,"Montgomery, AL","Montgomery, AL",32.3792233,-86.3077368,-319,27057,27376,144883,-22.01776606,1867.506885,"Montgomery, AL",-329,28675,29004,144883,-22.70797816,1979.183203,-0.690212102,111.6763181,0.988347458,0.988656737,0.031292576
310M500US36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL",28.2919557,-81.407571,-3123,311926,315049,872831,-35.78012238,3573.727331,"Orlando-Kissimmee-Sanford, FL",-3205,333548,336753,872831,-36.71959406,3821.449971,-0.939471673,247.7226405,0.990087256,0.990482639,0.039934091
310M500US19980,"Dodge City, KS","Dodge City, KS",37.7527982,-100.0170787,-68,1928,1996,11344,-59.94358251,1699.576869,"Dodge City, KS",-68,1967,2035,11344,-59.94358251,1733.956276,0,34.37940762,0.965931864,0.966584767,0.067593055
310M500US32280,"Martin, TN","Martin, TN",36.3433965,-88.8503379,-111,2050,2161,13640,-81.37829912,1502.932551,"Martin, TN",-109,2040,2149,13640,-79.91202346,1495.601173,1.46627566,-7.331378299,0.948634891,0.949278734,0.067870479
310M500US24780,"Greenville, NC","Greenville, NC",35.612661,-77.3663538,-476,12512,12988,69799,-68.19581942,1792.575825,"Greenville, NC",-504,13513,14017,69799,-72.20733821,1935.987622,-4.01151879,143.4117967,0.963350785,0.964043661,0.071923534
310M500US31540,"Madison, WI","Madison, WI",43.0730517,-89.4012302,-3056,65634,68690,271938,-112.3785569,2413.564857,"Madison, WI",-3048,66580,69628,271938,-112.0843722,2448.352198,0.294184704,34.78734123,0.955510264,0.956224507,0.074749996
310M500US36540,"Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA",41.2903833,-95.8987139,235,85568,85333,359324,6.540058554,2381.360555,"Omaha-Council Bluffs, NE-IA",303,86042,85739,359324,8.43250103,2394.551992,1.892442475,13.19143725,1.002753917,1.003533981,0.07779217
310M500US16860,"Chattanooga, TN-GA","Chattanooga, TN-GA",35.0456297,-85.3096801,-156,42662,42818,219166,-7.117892374,1946.561054,"Chattanooga, TN-GA",-127,45494,45621,219166,-5.794694433,2075.778177,1.323197941,129.2171231,0.996356672,0.997216194,0.086266484
310M500US24180,"Granbury, TX","Granbury, TX",32.4488736,-97.7905758,761,5358,4597,22152,343.5355724,2418.743229,"Granbury, TX",819,5735,4916,22152,369.7183099,2588.931022,26.18273745,170.1877934,1.165542745,1.166598861,0.090611485
310M500US22800,"Fort Madison-Keokuk, IA-IL-MO","Fort Madison-Keokuk, IA-IL-MO",40.6233223,-91.3880886,-8,3845,3853,24299,-3.292316556,1582.369645,"Fort Madison-Keokuk, IA-IL-MO",-4,3478,3482,24299,-1.646158278,1431.334623,1.646158278,-151.035022,0.997923696,0.998851235,0.092946896
310M500US16060,"Carbondale-Marion, IL","Carbondale-Marion, IL",37.734789,-88.899454,-9,10031,10040,55215,-1.62999185,1816.716472,"Carbondale-Marion, IL",1,9686,9685,55215,0.181110206,1754.233451,1.811102056,-62.48302092,0.999103586,1.000103252,0.100056371
310M500US48260,"Weirton-Steubenville, WV-OH","Weirton-Steubenville, WV-OH",40.3697905,-80.6339638,29,6516,6487,49911,5.810342409,1305.523832,"Weirton-Steubenville, WV-OH",34,6072,6038,49911,6.812125584,1216.565487,1.001783174,-88.95834586,1.004470479,1.005631004,0.115535921
310M500US42860,"Seneca, SC","Seneca, SC",34.6856555,-82.9532036,-103,4682,4785,31978,-32.20964413,1464.13159,"Seneca, SC",-101,4880,4981,31978,-31.58421415,1526.049159,0.625429983,61.91756833,0.978474399,0.979722947,0.127601503
310M500US34540,"Mount Vernon, OH","Mount Vernon, OH",40.3933956,-82.4857181,-617,4367,4984,23248,-265.3991741,1878.441156,"Mount Vernon, OH",-548,3919,4467,23248,-235.7192017,1685.736407,29.67997247,-192.7047488,0.876203852,0.877322588,0.127679824
310M500US18380,"Cordele, GA","Cordele, GA",31.9635074,-83.7823938,-28,1280,1308,8585,-32.61502621,1490.972627,"Cordele, GA",-26,1272,1298,8585,-30.28538148,1481.654048,2.329644729,-9.318578917,0.978593272,0.979969183,0.140600924
310M500US13740,"Billings, MT","Billings, MT",45.7832856,-108.5006904,-89,16197,16286,74670,-11.91911075,2169.144235,"Billings, MT",-67,16424,16491,74670,-8.972813714,2199.544663,2.94629704,30.40042855,0.994535184,0.995937178,0.1409698
310M500US19260,"Danville, VA","Danville, VA",36.5859718,-79.3950228,-30,5631,5661,44560,-6.732495512,1263.689408,"Danville, VA",-20,5271,5291,44560,-4.488330341,1182.899461,2.244165171,-80.78994614,0.994700583,0.996219996,0.152750819
310M500US18220,"Connersville, IN","Connersville, IN",39.6411589,-85.1410748,32,1934,1902,9584,33.38898164,2017.946578,"Connersville, IN",35,1939,1904,9584,36.51919866,2023.163606,3.130217028,5.217028381,1.016824395,1.018382353,0.153217957
310M500US26900,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN",39.83619,-86.1751759,-104,206523,206627,776607,-1.339158674,2659.298719,"Indianapolis-Carmel-Anderson, IN",216,208368,208152,776607,2.781329553,2683.055909,4.120488226,23.75718993,0.999496678,1.001037703,0.154180165
310M500US16100,"Carlsbad-Artesia, NM","Carlsbad-Artesia, NM",32.4397406,-104.2566957,-209,2981,3190,21251,-98.34831302,1402.757517,"Carlsbad-Artesia, NM",-233,3407,3640,21251,-109.6418992,1603.218672,-11.29358618,200.4611548,0.934482759,0.935989011,0.161185678
310M500US29700,"Laredo, TX","Laredo, TX",27.5035613,-99.5075519,-133,10004,10137,74789,-17.78336386,1337.629865,"Laredo, TX",-124,10727,10851,74789,-16.57997834,1434.301836,1.203385525,96.67197048,0.986879747,0.988572482,0.17152387
310M500US28140,"Kansas City, MO-KS","Kansas City, MO-KS",39.0997265,-94.5785667,1656,190413,188757,830500,19.9397953,2292.751355,"Kansas City, MO-KS",2073,195459,193386,830500,24.96086695,2353.509934,5.021071644,60.75857917,1.008773185,1.010719494,0.192938226
310M500US45380,"Taylorville, IL","Taylorville, IL",39.548935,-89.294533,29,2710,2681,13901,20.8618085,1949.500036,"Taylorville, IL",31,2392,2361,13901,22.30055392,1720.739515,1.438745414,-228.7605208,1.010816859,1.01313003,0.228841679
310M500US14010,"Bloomington, IL","Bloomington, IL",40.4842027,-88.9936873,-258,13114,13372,65845,-39.18292961,1991.64705,"Bloomington, IL",-220,12709,12929,65845,-33.41180044,1930.138963,5.771129167,-61.50808717,0.980705953,0.982983989,0.2322854
310M500US37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.9526322,-75.1652419,-3130,431663,434793,2280112,-13.72739585,1893.165774,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-2126,433824,435950,2280112,-9.324103377,1902.643379,4.40329247,9.477604609,0.992801172,0.995123294,0.233895967
310M500US19220,"Danville, KY","Danville, KY",37.6456329,-84.7721702,122,3809,3687,20720,58.88030888,1838.320463,"Danville, KY",121,3523,3402,20720,58.3976834,1700.289575,-0.482625483,-138.030888,1.033089232,1.035567313,0.239870945
310M500US46540,"Utica-Rome, NY","Utica-Rome, NY",43.100903,-75.232664,-364,24121,24485,114253,-31.85911967,2111.191829,"Utica-Rome, NY",-263,21037,21300,114253,-23.01908921,1841.264562,8.840030459,-269.9272667,0.985133755,0.987652582,0.255683737
310M500US33940,"Montrose, CO","Montrose, CO",38.4783198,-107.8761738,76,3079,3003,19303,39.37211832,1595.088846,"Montrose, CO",82,3012,2930,19303,42.48044345,1560.379216,3.108325131,-34.70963063,1.025308025,1.027986348,0.261221287
310M500US47940,"Waterloo-Cedar Falls, IA","Waterloo-Cedar Falls, IA",42.5348993,-92.4453161,-760,13944,14704,67736,-112.2003071,2058.580371,"Waterloo-Cedar Falls, IA",-697,13491,14188,67736,-102.8994921,1991.703083,9.300814929,-66.8772883,0.948313384,0.950873978,0.270015581
310M500US13900,"Bismarck, ND","Bismarck, ND",46.8083268,-100.7837392,-243,9770,10013,53810,-45.1588924,1815.647649,"Bismarck, ND",-231,10526,10757,53810,-42.92882364,1956.141981,2.23006876,140.4943319,0.975731549,0.978525611,0.286355632
310M500US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN",36.2144014,-86.5804473,237,173239,173002,708788,3.343736068,2444.158197,"Nashville-Davidson--Murfreesboro--Franklin, TN",796,186922,186126,708788,11.23043844,2637.206048,7.886702371,193.0478507,1.001369926,1.004276673,0.290276985
310M500US30900,"Logansport, IN","Logansport, IN",40.7544843,-86.3566659,-6,2813,2819,14688,-4.08496732,1915.168845,"Logansport, IN",2,2445,2443,14688,1.361655773,1664.624183,5.446623094,-250.5446623,0.997871586,1.000818666,0.295336589
310M500US46220,"Tuscaloosa, AL","Tuscaloosa, AL",33.2098407,-87.5691735,-768,13331,14099,88699,-86.58496714,1502.948173,"Tuscaloosa, AL",-813,14985,15798,88699,-91.65830505,1689.421527,-5.073337918,186.4733537,0.945528052,0.94853779,0.318312921
310M500US23380,"Fremont, OH","Fremont, OH",41.3503303,-83.1218634,42,3334,3292,23574,17.81623823,1414.269958,"Fremont, OH",48,3022,2974,23574,20.36141512,1281.92076,2.54517689,-132.3491983,1.012758202,1.016139879,0.333907664
310M500US17900,"Columbia, SC","Columbia, SC",34.0007104,-81.0348144,-237,56924,57161,312401,-7.586403373,1822.145256,"Columbia, SC",-44,60329,60373,312401,-1.408446196,1931.139785,6.177957177,108.9945295,0.995853816,0.999271197,0.343160906
310M500US27140,"Jackson, MS","Jackson, MS",32.2987573,-90.1848103,-271,35817,36088,217785,-12.44346489,1644.603623,"Jackson, MS",-156,37977,38133,217785,-7.163027757,1743.784007,5.280437128,99.18038432,0.992490579,0.995909055,0.344434158
310M500US41460,"Salina, KS","Salina, KS",38.8402805,-97.6114237,-28,4769,4797,24405,-11.4730588,1954.107765,"Salina, KS",-12,5093,5105,24405,-4.9170252,2086.867445,6.5560336,132.7596804,0.994163019,0.997649363,0.350681402
310M500US17860,"Columbia, MO","Columbia, MO",38.9517053,-92.3340724,-602,17010,17612,80487,-74.79468734,2113.38477,"Columbia, MO",-579,18230,18809,80487,-71.93708301,2264.962044,2.857604334,151.5772733,0.96581876,0.969216864,0.351836646
310M500US43780,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI",41.6619927,-86.1586156,-139,26669,26808,122891,-11.31083643,2170.134509,"South Bend-Mishawaka, IN-MI",-42,25535,25577,122891,-3.417662807,2077.857614,7.893173625,-92.27689579,0.994814981,0.9983579,0.356138492
310M500US18140,"Columbus, OH","Columbus, OH",39.9611755,-82.9987942,-2983,193669,196652,794449,-37.54803644,2437.77763,"Columbus, OH",-2323,197710,200033,794449,-29.24039177,2488.643072,8.307644669,50.86544259,0.984831072,0.988386916,0.361061314
310M500US23060,"Fort Wayne, IN","Fort Wayne, IN",41.079273,-85.1393513,-339,36803,37142,158807,-21.34666608,2317.467114,"Fort Wayne, IN",-202,36623,36825,158807,-12.71984232,2306.132601,8.626823755,-11.33451296,0.990872866,0.994514596,0.367527449
310M500US25460,"Harrison, AR","Harrison, AR",36.2297936,-93.1076765,16,2759,2743,17970,8.903728436,1535.336672,"Harrison, AR",27,2860,2833,17970,15.02504174,1591.541458,6.1213133,56.20478575,1.00583303,1.009530533,0.36760609
310M500US34260,"Mountain Home, AR","Mountain Home, AR",36.3353949,-92.381346,-16,2772,2788,18435,-8.679142935,1503.661513,"Mountain Home, AR",-6,2912,2918,18435,-3.2546786,1579.604014,5.424464334,75.94250068,0.994261119,0.997943797,0.370393448
310M500US19780,"Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA",41.5638902,-93.7593841,880,66929,66049,266943,32.96583915,2507.239373,"Des Moines-West Des Moines, IA",1167,69405,68238,266943,43.71719805,2599.993257,10.7513589,92.75388379,1.013323442,1.017101908,0.372878608
310M500US47260,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk-Newport News, VA-NC",36.8507689,-76.2858726,-828,140959,141787,663821,-12.47324203,2123.448942,"Virginia Beach-Norfolk-Newport News, VA-NC",-288,143303,143591,663821,-4.338518968,2158.759666,8.134723065,35.31072382,0.994160254,0.997994303,0.385657019
